trial,rt,acc,key,t_pre_stim,t_delay1,t_delay2,first_cat,second_cat,first_num,second_num,first_pic,second_pic,probe_cat,probe_pic,probe_validity,probe_num,correct_answer,rt_sliding_mean,cat_comparison,num_comparison,error_type
145.0,4.34122633934021,1.0,0.0,,,,1.0,4.0,1,5,1014.0,4028.0,4.0,1.0,0.0,0.0,0.0,4.444970035552979,Different,Different,correct
146.0,4.8228161334991455,1.0,0.0,,,,4.0,3.0,5,1,4026.0,3014.0,4.0,2.0,0.0,0.0,0.0,4.28711040019989,Different,Different,correct
147.0,5.412126302719116,1.0,1.0,,,,4.0,3.0,1,5,4011.0,3021.0,4.0,1.0,1.0,1.0,1.0,4.400176358222962,Different,Different,correct
148.0,10.039346694946289,1.0,0.0,,,,3.0,4.0,5,5,3029.0,4022.0,3.0,2.0,0.0,0.0,0.0,5.1998183012008665,Different,Same,correct
149.0,4.617947101593018,1.0,0.0,,,,2.0,4.0,5,5,2029.0,4025.0,2.0,2.0,0.0,0.0,0.0,4.811448931694031,Different,Same,correct
150.0,3.46286678314209,0.0,1.0,,,,4.0,1.0,1,1,4013.0,1011.0,1.0,1.0,0.0,0.0,0.0,4.832484149932862,Different,Same,swap error
151.0,4.9515979290008545,1.0,0.0,,,,1.0,4.0,5,1,1028.0,4016.0,4.0,1.0,0.0,0.0,0.0,5.01975269317627,Different,Different,correct
152.0,4.025665044784546,1.0,1.0,,,,1.0,3.0,1,1,1016.0,3011.0,1.0,1.0,1.0,1.0,1.0,5.023349118232727,Different,Same,correct
153.0,9.480319738388062,1.0,0.0,,,,1.0,2.0,5,1,1027.0,2014.0,2.0,1.0,0.0,0.0,0.0,5.685853004455566,Different,Different,correct
154.0,5.180979013442993,1.0,1.0,,,,2.0,1.0,1,1,2016.0,1011.0,2.0,1.0,1.0,1.0,1.0,5.633489108085632,Different,Same,correct
155.0,4.180265426635742,1.0,1.0,,,,4.0,1.0,5,1,4022.0,1013.0,1.0,2.0,1.0,1.0,1.0,5.6173930168151855,Different,Different,correct
156.0,3.916276693344116,1.0,1.0,,,,3.0,4.0,1,5,3017.0,4029.0,3.0,1.0,1.0,1.0,1.0,5.526739072799683,Different,Different,correct
157.0,4.789287090301514,1.0,5.0,,,,1.0,2.0,5,5,1023.0,2029.0,2.0,2.0,1.0,5.0,5.0,5.464455151557923,Different,Same,correct
158.0,4.720171928405762,1.0,0.0,,,,4.0,2.0,1,1,4014.0,2018.0,4.0,2.0,0.0,0.0,0.0,4.93253767490387,Different,Same,correct
159.0,3.8650808334350586,1.0,0.0,,,,2.0,4.0,5,1,2022.0,4017.0,4.0,1.0,0.0,0.0,0.0,4.857251048088074,Different,Different,correct
160.0,5.396595001220703,1.0,1.0,,,,2.0,2.0,1,1,2012.0,2018.0,2.0,1.0,1.0,1.0,1.0,5.050623869895935,Same,Same,correct
161.0,5.946036338806152,1.0,0.0,,,,1.0,4.0,1,1,1011.0,4013.0,4.0,1.0,0.0,0.0,0.0,5.150067710876465,Different,Same,correct
162.0,4.877439737319946,1.0,0.0,,,,2.0,1.0,1,5,2011.0,1021.0,2.0,2.0,0.0,0.0,0.0,5.235245180130005,Different,Different,correct
163.0,5.283713102340698,1.0,5.0,,,,4.0,3.0,5,5,4024.0,3027.0,4.0,1.0,1.0,5.0,5.0,4.815584516525268,Different,Same,correct
164.0,3.0035736560821533,1.0,1.0,,,,3.0,3.0,1,1,3017.0,3011.0,3.0,1.0,1.0,1.0,1.0,4.597843980789184,Same,Same,correct
165.0,4.696183443069458,1.0,1.0,,,,1.0,3.0,5,1,1021.0,3019.0,3.0,2.0,1.0,1.0,1.0,4.6494357824325565,Different,Different,correct
166.0,6.939062595367432,1.0,5.0,,,,3.0,2.0,5,5,3023.0,2023.0,3.0,1.0,1.0,5.0,5.0,4.951714372634887,Different,Same,correct
167.0,3.6537556648254395,1.0,5.0,,,,1.0,1.0,5,5,1025.0,1023.0,1.0,1.0,1.0,5.0,5.0,4.83816123008728,Same,Same,correct
168.0,6.562565326690674,1.0,0.0,,,,2.0,4.0,1,1,2012.0,4014.0,4.0,1.0,0.0,0.0,0.0,5.022400569915772,Different,Same,correct
169.0,4.02902626991272,1.0,1.0,,,,3.0,2.0,5,1,3024.0,2016.0,2.0,2.0,1.0,1.0,1.0,5.038795113563538,Different,Different,correct
170.0,5.142589092254639,1.0,0.0,,,,3.0,3.0,1,5,3017.0,3028.0,2.0,1.0,0.0,0.0,0.0,5.013394522666931,Same,Different,correct
171.0,4.434872150421143,1.0,5.0,,,,3.0,1.0,5,5,3029.0,1027.0,1.0,2.0,1.0,5.0,5.0,4.86227810382843,Different,Same,correct
172.0,4.702998638153076,1.0,5.0,,,,1.0,3.0,5,5,1028.0,3027.0,3.0,2.0,1.0,5.0,5.0,4.8448339939117435,Different,Same,correct
173.0,6.652480125427246,1.0,1.0,,,,4.0,1.0,1,5,4012.0,1028.0,4.0,1.0,1.0,1.0,1.0,4.981710696220398,Different,Different,correct
174.0,3.599797487258911,0.0,1.0,,,,3.0,1.0,1,1,3015.0,1014.0,3.0,2.0,0.0,0.0,0.0,5.041333079338074,Different,Same,swap error
175.0,5.355890989303589,1.0,1.0,,,,1.0,4.0,1,5,1012.0,4022.0,1.0,1.0,1.0,1.0,1.0,5.1073038339614865,Different,Different,correct
176.0,3.223292350769043,1.0,1.0,,,,4.0,4.0,1,5,4018.0,4023.0,4.0,1.0,1.0,1.0,1.0,4.735726809501648,Same,Different,correct
177.0,2.198981761932373,1.0,1.0,,,,3.0,2.0,1,5,3016.0,2025.0,3.0,1.0,1.0,1.0,1.0,4.590249419212341,Different,Different,correct
178.0,6.49192476272583,1.0,5.0,,,,2.0,2.0,5,1,2028.0,2014.0,2.0,1.0,1.0,5.0,5.0,4.583185362815857,Same,Different,correct
179.0,2.4145166873931885,1.0,5.0,,,,4.0,4.0,5,5,4026.0,4025.0,4.0,2.0,1.0,5.0,5.0,4.421734404563904,Same,Same,correct
180.0,3.3218801021575928,1.0,1.0,,,,2.0,4.0,1,1,2017.0,4011.0,2.0,1.0,1.0,1.0,1.0,4.2396635055542,Different,Same,correct
181.0,3.458223819732666,1.0,5.0,,,,2.0,2.0,1,5,2012.0,2024.0,2.0,2.0,1.0,5.0,5.0,4.141998672485352,Same,Different,correct
182.0,6.374057054519653,1.0,0.0,,,,4.0,1.0,5,1,4021.0,1012.0,4.0,2.0,0.0,0.0,0.0,4.3091045141220095,Different,Different,correct
183.0,3.6521835327148438,1.0,0.0,,,,1.0,2.0,5,5,1023.0,2028.0,1.0,2.0,0.0,0.0,0.0,4.009074854850769,Different,Same,correct
184.0,3.2424771785736084,1.0,0.0,,,,1.0,1.0,5,1,1029.0,1016.0,4.0,2.0,0.0,0.0,0.0,3.9733428239822386,Same,Different,correct
185.0,5.445236682891846,0.0,5.0,,,,4.0,1.0,5,1,4027.0,1019.0,1.0,1.0,0.0,0.0,0.0,3.9822773933410645,Different,Different,other error
186.0,2.1723151206970215,1.0,5.0,,,,3.0,1.0,1,5,3012.0,1028.0,1.0,2.0,1.0,5.0,5.0,3.877179670333862,Different,Different,correct
187.0,4.7895801067352295,0.0,0.0,,,,2.0,1.0,5,1,2023.0,1018.0,2.0,1.0,1.0,5.0,5.0,4.136239504814148,Different,Different,swap error
188.0,3.9064667224884033,1.0,0.0,,,,3.0,1.0,5,5,3021.0,1024.0,1.0,1.0,0.0,0.0,0.0,3.877693700790405,Different,Same,correct
189.0,3.4326372146606445,1.0,1.0,,,,3.0,2.0,1,1,3018.0,2019.0,2.0,2.0,1.0,1.0,1.0,3.979505753517151,Different,Same,correct
190.0,2.073129653930664,1.0,5.0,,,,1.0,4.0,5,1,1022.0,4012.0,1.0,1.0,1.0,5.0,5.0,3.854630708694458,Different,Different,correct
191.0,1.9393095970153809,1.0,5.0,,,,1.0,1.0,1,5,1019.0,1029.0,1.0,2.0,1.0,5.0,5.0,3.7027392864227293,Same,Different,correct
192.0,5.033501625061035,1.0,0.0,,,,2.0,2.0,1,5,2017.0,2027.0,3.0,2.0,0.0,0.0,0.0,3.5686837434768677,Same,Different,correct
193.0,4.927192211151123,1.0,1.0,,,,4.0,3.0,5,1,4022.0,3018.0,3.0,2.0,1.0,1.0,1.0,3.6961846113204957,Different,Different,correct
194.0,6.233431339263916,1.0,5.0,,,,3.0,3.0,5,5,3026.0,3027.0,3.0,1.0,1.0,5.0,5.0,3.9952800273895264,Same,Same,correct
195.0,8.567897319793701,1.0,5.0,,,,4.0,2.0,5,1,4023.0,2019.0,4.0,1.0,1.0,5.0,5.0,4.307546091079712,Different,Different,correct
196.0,3.1622586250305176,1.0,1.0,,,,1.0,2.0,1,5,1011.0,2026.0,1.0,1.0,1.0,1.0,1.0,4.406540441513061,Different,Different,correct
197.0,6.372318983078003,1.0,1.0,,,,3.0,2.0,5,1,3025.0,2019.0,2.0,2.0,1.0,1.0,1.0,4.564814329147339,Different,Different,correct
198.0,4.545476913452148,1.0,1.0,,,,3.0,3.0,5,1,3028.0,3019.0,3.0,2.0,1.0,1.0,1.0,4.628715348243714,Same,Different,correct
199.0,2.4137094020843506,1.0,1.0,,,,2.0,1.0,1,1,2018.0,1017.0,1.0,2.0,1.0,1.0,1.0,4.526822566986084,Different,Same,correct
200.0,2.141963481903076,1.0,5.0,,,,4.0,4.0,1,5,4018.0,4029.0,4.0,2.0,1.0,5.0,5.0,4.533705949783325,Same,Different,correct
201.0,2.1308882236480713,1.0,1.0,,,,4.0,4.0,1,1,4019.0,4012.0,4.0,1.0,1.0,1.0,1.0,4.552863812446594,Same,Same,correct
202.0,3.4118151664733887,1.0,5.0,,,,2.0,3.0,5,5,2026.0,3028.0,2.0,1.0,1.0,5.0,5.0,4.39069516658783,Different,Same,correct
203.0,2.60929536819458,1.0,5.0,,,,1.0,4.0,5,5,1023.0,4024.0,4.0,2.0,1.0,5.0,5.0,4.158905482292175,Different,Same,correct
204.0,3.872025489807129,1.0,5.0,,,,2.0,4.0,5,5,2029.0,4026.0,2.0,1.0,1.0,5.0,5.0,3.9227648973464966,Different,Same,correct
205.0,9.168521642684937,1.0,0.0,,,,4.0,1.0,1,1,4017.0,1019.0,1.0,1.0,0.0,0.0,0.0,3.98282732963562,Different,Same,correct
206.0,3.509216070175171,1.0,5.0,,,,1.0,3.0,1,5,1017.0,3025.0,3.0,2.0,1.0,5.0,5.0,4.017523074150086,Different,Different,correct
207.0,4.798046350479126,1.0,0.0,,,,2.0,1.0,5,5,2021.0,1029.0,1.0,1.0,0.0,0.0,0.0,3.860095810890198,Different,Same,correct
208.0,6.845667839050293,1.0,5.0,,,,2.0,3.0,1,5,2012.0,3028.0,3.0,2.0,1.0,5.0,5.0,4.090114903450012,Different,Different,correct
209.0,3.9267311096191406,1.0,1.0,,,,2.0,1.0,1,5,2019.0,1029.0,2.0,1.0,1.0,1.0,1.0,4.241417074203492,Different,Different,correct
210.0,3.6376235485076904,1.0,5.0,,,,3.0,1.0,5,5,3029.0,1024.0,1.0,2.0,1.0,5.0,5.0,4.390983080863952,Different,Same,correct
211.0,2.0704052448272705,1.0,5.0,,,,3.0,4.0,5,5,3028.0,4029.0,3.0,1.0,1.0,5.0,5.0,4.384934782981873,Different,Same,correct
212.0,4.008924961090088,1.0,1.0,,,,4.0,2.0,5,1,4024.0,2014.0,2.0,2.0,1.0,1.0,1.0,4.4446457624435425,Different,Different,correct
213.0,1.839454174041748,1.0,1.0,,,,4.0,1.0,5,1,4022.0,1014.0,1.0,2.0,1.0,1.0,1.0,4.367661643028259,Different,Different,correct
214.0,6.020784854888916,1.0,0.0,,,,4.0,2.0,5,1,4021.0,2012.0,2.0,1.0,0.0,0.0,0.0,4.582537579536438,Different,Different,correct
215.0,3.831373453140259,1.0,1.0,,,,1.0,2.0,1,5,1015.0,2022.0,1.0,1.0,1.0,1.0,1.0,4.04882276058197,Different,Different,correct
216.0,5.425949811935425,1.0,0.0,,,,1.0,3.0,1,1,1011.0,3018.0,1.0,2.0,0.0,0.0,0.0,4.240496134757995,Different,Same,correct
217.0,6.863095045089722,1.0,0.0,,,,1.0,2.0,1,5,1019.0,2025.0,2.0,1.0,0.0,0.0,0.0,4.4470010042190555,Different,Different,correct
218.0,2.152459144592285,1.0,5.0,,,,4.0,3.0,5,5,4024.0,3027.0,4.0,1.0,1.0,5.0,5.0,3.977680134773254,Different,Same,correct
219.0,4.7424235343933105,1.0,5.0,,,,4.0,4.0,1,5,4018.0,4029.0,4.0,2.0,1.0,5.0,5.0,4.059249377250671,Same,Different,correct
220.0,4.114670276641846,1.0,1.0,,,,2.0,1.0,1,1,2017.0,1019.0,2.0,1.0,1.0,1.0,1.0,4.106954050064087,Different,Same,correct
221.0,3.3431878089904785,1.0,1.0,,,,3.0,1.0,1,1,3012.0,1019.0,1.0,2.0,1.0,1.0,1.0,4.234232306480408,Different,Same,correct
222.0,36.47301197052002,1.0,1.0,,,,3.0,1.0,1,5,3014.0,1021.0,3.0,1.0,1.0,1.0,1.0,7.480641007423401,Different,Different,correct
223.0,2.9827113151550293,1.0,1.0,,,,4.0,3.0,1,1,4016.0,3018.0,4.0,1.0,1.0,1.0,1.0,7.594966721534729,Different,Same,correct
224.0,3.8254103660583496,1.0,0.0,,,,1.0,3.0,1,5,1012.0,3028.0,3.0,1.0,0.0,0.0,0.0,7.375429272651672,Different,Different,correct
225.0,39.259443283081055,1.0,0.0,,,,1.0,4.0,5,5,1024.0,4029.0,1.0,2.0,0.0,0.0,0.0,10.918236255645752,Different,Same,correct
226.0,3.057326555252075,1.0,1.0,,,,3.0,4.0,5,1,3023.0,4011.0,4.0,2.0,1.0,1.0,1.0,10.681373929977417,Different,Different,correct
227.0,3.5149941444396973,1.0,0.0,,,,4.0,3.0,5,1,4023.0,3013.0,4.0,2.0,0.0,0.0,0.0,10.346563839912415,Different,Different,correct
228.0,4.207056045532227,1.0,1.0,,,,1.0,1.0,1,1,1015.0,1019.0,1.0,2.0,1.0,1.0,1.0,10.552023530006409,Same,Same,correct
229.0,3.2999467849731445,1.0,0.0,,,,3.0,3.0,5,1,3026.0,3018.0,2.0,2.0,0.0,0.0,0.0,10.407775855064392,Same,Different,correct
230.0,2.863703966140747,1.0,1.0,,,,2.0,2.0,1,1,2019.0,2012.0,2.0,1.0,1.0,1.0,1.0,10.282679224014283,Same,Same,correct
231.0,9.127214670181274,1.0,0.0,,,,4.0,3.0,5,1,4021.0,3012.0,3.0,1.0,0.0,0.0,0.0,10.861081910133361,Different,Different,correct
232.0,14.786319255828857,0.0,0.0,,,,4.0,2.0,5,5,4024.0,2023.0,4.0,1.0,1.0,5.0,5.0,8.692412638664246,Different,Same,swap error
233.0,3.7928664684295654,1.0,5.0,,,,1.0,2.0,5,5,1024.0,2025.0,2.0,2.0,1.0,5.0,5.0,8.773428153991699,Different,Same,correct
234.0,3.4149773120880127,1.0,0.0,,,,2.0,4.0,5,1,2027.0,4013.0,2.0,2.0,0.0,0.0,0.0,8.732384848594666,Different,Different,correct
235.0,6.7441394329071045,1.0,5.0,,,,1.0,3.0,1,5,1019.0,3024.0,3.0,2.0,1.0,5.0,5.0,5.480854463577271,Different,Different,correct
236.0,4.296289682388306,1.0,0.0,,,,1.0,2.0,5,5,1027.0,2028.0,1.0,2.0,0.0,0.0,0.0,5.604750776290894,Different,Same,correct
237.0,1.3965978622436523,1.0,5.0,,,,4.0,4.0,5,5,4022.0,4024.0,4.0,2.0,1.0,5.0,5.0,5.392911148071289,Same,Same,correct
238.0,5.11857271194458,1.0,1.0,,,,3.0,3.0,1,1,3014.0,3012.0,3.0,1.0,1.0,1.0,1.0,5.484062814712525,Same,Same,correct
239.0,4.817559242248535,1.0,5.0,,,,3.0,3.0,5,1,3025.0,3019.0,3.0,1.0,1.0,5.0,5.0,5.635824060440063,Same,Different,correct
240.0,4.145831108093262,0.0,1.0,,,,3.0,2.0,1,1,3014.0,2017.0,2.0,1.0,0.0,0.0,0.0,5.764036774635315,Different,Same,swap error
241.0,5.106407403945923,1.0,0.0,,,,2.0,4.0,1,5,2018.0,4025.0,2.0,2.0,0.0,0.0,0.0,5.36195604801178,Different,Different,correct
242.0,2.3338987827301025,1.0,5.0,,,,1.0,1.0,1,5,1017.0,1028.0,1.0,2.0,1.0,5.0,5.0,4.116714000701904,Same,Different,correct
243.0,5.5632970333099365,1.0,1.0,,,,3.0,1.0,1,1,3018.0,1014.0,3.0,1.0,1.0,1.0,1.0,4.293757057189941,Different,Same,correct
244.0,5.285948991775513,1.0,0.0,,,,4.0,2.0,5,1,4027.0,2016.0,2.0,1.0,0.0,0.0,0.0,4.480854225158692,Different,Different,correct
245.0,3.9921584129333496,1.0,1.0,,,,3.0,3.0,5,1,3029.0,3015.0,3.0,2.0,1.0,1.0,1.0,4.205656123161316,Same,Different,correct
246.0,4.644349575042725,1.0,1.0,,,,4.0,2.0,5,1,4027.0,2018.0,2.0,2.0,1.0,1.0,1.0,4.240462112426758,Different,Different,correct
247.0,1.1995010375976562,1.0,5.0,,,,4.0,2.0,1,5,4019.0,2028.0,2.0,2.0,1.0,5.0,5.0,4.220752429962158,Different,Different,correct
248.0,4.149441957473755,1.0,1.0,,,,1.0,3.0,1,5,1014.0,3028.0,1.0,1.0,1.0,1.0,1.0,4.123839354515075,Different,Different,correct
249.0,4.172325372695923,1.0,1.0,,,,4.0,1.0,1,1,4012.0,1017.0,4.0,1.0,1.0,1.0,1.0,4.059315967559814,Different,Same,correct
250.0,3.55549955368042,1.0,5.0,,,,1.0,4.0,5,1,1021.0,4015.0,1.0,1.0,1.0,5.0,5.0,4.00028281211853,Different,Different,correct
251.0,3.688269853591919,1.0,5.0,,,,1.0,3.0,5,1,1021.0,3011.0,1.0,1.0,1.0,5.0,5.0,3.8584690570831297,Different,Different,correct
252.0,2.1840052604675293,1.0,1.0,,,,4.0,4.0,1,1,4015.0,4014.0,4.0,2.0,1.0,1.0,1.0,3.8434797048568727,Same,Same,correct
253.0,1.8722710609436035,1.0,5.0,,,,4.0,3.0,5,1,4028.0,3013.0,4.0,1.0,1.0,5.0,5.0,3.4743771076202394,Different,Different,correct
254.0,3.4315640926361084,1.0,1.0,,,,2.0,2.0,1,5,2011.0,2021.0,2.0,1.0,1.0,1.0,1.0,3.288938617706299,Same,Different,correct
255.0,2.498368740081787,1.0,1.0,,,,1.0,2.0,1,1,1012.0,2018.0,1.0,1.0,1.0,1.0,1.0,3.1395596504211425,Different,Same,correct
256.0,9.39725136756897,1.0,0.0,,,,3.0,2.0,1,5,3011.0,2021.0,2.0,1.0,0.0,0.0,0.0,3.614849829673767,Different,Different,correct
257.0,4.219561338424683,1.0,1.0,,,,3.0,2.0,5,1,3021.0,2012.0,2.0,2.0,1.0,1.0,1.0,3.9168558597564695,Different,Different,correct
258.0,3.153717041015625,0.0,1.0,,,,2.0,2.0,5,1,2022.0,2017.0,2.0,1.0,1.0,5.0,5.0,3.817283368110657,Same,Different,same category
259.0,3.013486623764038,1.0,5.0,,,,2.0,4.0,5,1,2025.0,4015.0,2.0,1.0,1.0,5.0,5.0,3.701399493217468,Different,Different,correct
260.0,4.373450517654419,1.0,0.0,,,,3.0,4.0,1,1,3015.0,4019.0,3.0,2.0,0.0,0.0,0.0,3.783194589614868,Different,Same,correct
261.0,3.7676875591278076,1.0,1.0,,,,1.0,2.0,5,1,1029.0,2013.0,2.0,2.0,1.0,1.0,1.0,3.791136360168457,Different,Different,correct
262.0,2.638380765914917,1.0,1.0,,,,3.0,4.0,5,1,3021.0,4013.0,4.0,2.0,1.0,1.0,1.0,3.836573910713196,Different,Different,correct
263.0,3.5747580528259277,1.0,0.0,,,,2.0,3.0,5,1,2026.0,3014.0,2.0,2.0,0.0,0.0,0.0,4.006822609901429,Different,Different,correct
264.0,4.736205101013184,1.0,1.0,,,,4.0,2.0,1,1,4013.0,2011.0,2.0,2.0,1.0,1.0,1.0,4.137286710739136,Different,Same,correct
265.0,3.795790910720825,1.0,0.0,,,,4.0,4.0,1,5,4015.0,4027.0,1.0,1.0,0.0,0.0,0.0,4.2670289278030396,Same,Different,correct
266.0,2.6490578651428223,1.0,0.0,,,,1.0,1.0,1,5,1019.0,1025.0,4.0,1.0,0.0,0.0,0.0,3.592209577560425,Same,Different,correct
267.0,3.4552690982818604,1.0,0.0,,,,1.0,3.0,5,1,1023.0,3015.0,1.0,2.0,0.0,0.0,0.0,3.5157803535461425,Different,Different,correct
268.0,5.22562837600708,1.0,0.0,,,,3.0,1.0,5,5,3021.0,1029.0,1.0,1.0,0.0,0.0,0.0,3.722971487045288,Different,Same,correct
269.0,5.140300035476685,1.0,5.0,,,,3.0,3.0,5,1,3027.0,3016.0,3.0,1.0,1.0,5.0,5.0,3.935652828216553,Same,Different,correct
270.0,4.46665096282959,1.0,1.0,,,,1.0,2.0,5,1,1023.0,2013.0,2.0,2.0,1.0,1.0,1.0,3.94497287273407,Different,Different,correct
271.0,3.080695629119873,1.0,0.0,,,,1.0,1.0,1,5,1014.0,1028.0,4.0,1.0,0.0,0.0,0.0,3.876273679733276,Same,Different,correct
272.0,7.0435450077056885,1.0,1.0,,,,1.0,1.0,1,1,1016.0,1012.0,1.0,1.0,1.0,1.0,1.0,4.3167901039123535,Same,Same,correct
273.0,2.5985093116760254,1.0,0.0,,,,2.0,2.0,1,5,2019.0,2024.0,3.0,2.0,0.0,0.0,0.0,4.219165229797364,Same,Different,correct
274.0,3.5605015754699707,1.0,5.0,,,,2.0,2.0,5,1,2023.0,2014.0,2.0,1.0,1.0,5.0,5.0,4.101594877243042,Same,Different,correct
275.0,3.142098903656006,1.0,1.0,,,,2.0,2.0,1,1,2014.0,2012.0,2.0,2.0,1.0,1.0,1.0,4.03622567653656,Same,Same,correct
276.0,4.234978199005127,1.0,1.0,,,,2.0,3.0,1,5,2012.0,3029.0,2.0,1.0,1.0,1.0,1.0,4.19481770992279,Different,Different,correct
277.0,3.681473731994629,1.0,1.0,,,,4.0,1.0,1,5,4015.0,1025.0,4.0,1.0,1.0,1.0,1.0,4.217438173294068,Different,Different,correct
278.0,3.90156888961792,1.0,1.0,,,,3.0,1.0,1,1,3015.0,1011.0,1.0,2.0,1.0,1.0,1.0,4.085032224655151,Different,Same,correct
279.0,4.174355983734131,0.0,1.0,,,,3.0,2.0,5,5,3027.0,2025.0,2.0,1.0,0.0,0.0,0.0,3.988437819480896,Different,Same,other error
280.0,3.0975539684295654,1.0,1.0,,,,4.0,2.0,1,5,4018.0,2025.0,4.0,1.0,1.0,1.0,1.0,3.8515281200408937,Different,Different,correct
281.0,2.0815589427948,1.0,1.0,,,,4.0,1.0,1,1,4017.0,1016.0,4.0,1.0,1.0,1.0,1.0,3.7516144514083862,Different,Same,correct
282.0,1.1172220706939697,1.0,5.0,,,,2.0,3.0,5,1,2023.0,3016.0,2.0,1.0,1.0,5.0,5.0,3.1589821577072144,Different,Different,correct
283.0,2.275663137435913,1.0,1.0,,,,2.0,4.0,1,1,2013.0,4012.0,2.0,1.0,1.0,1.0,1.0,3.126697540283203,Different,Same,correct
284.0,1.670966386795044,1.0,5.0,,,,1.0,4.0,5,1,1021.0,4016.0,1.0,1.0,1.0,5.0,5.0,2.9377440214157104,Different,Different,correct
285.0,3.819812774658203,1.0,5.0,,,,3.0,1.0,1,5,3019.0,1029.0,1.0,2.0,1.0,5.0,5.0,3.0055154085159304,Different,Different,correct
286.0,3.8992393016815186,1.0,5.0,,,,3.0,3.0,5,1,3028.0,3011.0,3.0,1.0,1.0,5.0,5.0,2.971941518783569,Same,Different,correct
287.0,2.5890560150146484,1.0,1.0,,,,3.0,1.0,5,1,3029.0,1017.0,1.0,2.0,1.0,1.0,1.0,2.8626997470855713,Different,Different,correct
288.0,3.901383399963379,1.0,0.0,,,,1.0,4.0,1,1,1011.0,4019.0,1.0,2.0,0.0,0.0,0.0,2.862681198120117,Different,Same,correct
